contact|housing|poutcome|job|loan|month|marital|default|education|age|previous|balance|day_of_week|campaign|duration|y
cellular|no|unknown|management|no|aug|divorced|no|tertiary|51|0|0|13|2|60|no
cellular|no|unknown|management|no|aug|single|no|tertiary|31|0|363|13|2|94|no
cellular|no|unknown|management|no|aug|married|no|tertiary|42|0|0|13|2|325|no
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|51|0|0|13|2|88|no
cellular|no|unknown|technician|no|aug|married|no|secondary|33|0|763|13|8|182|no
cellular|yes|unknown|retired|yes|aug|married|no|primary|55|0|0|13|2|201|no
cellular|no|unknown|technician|no|aug|married|no|tertiary|42|0|849|13|2|403|no
cellular|no|unknown|management|no|aug|single|no|secondary|36|0|0|13|5|333|no
cellular|yes|unknown|technician|no|aug|single|no|secondary|37|0|-172|13|6|751|yes
cellular|no|unknown|management|yes|aug|married|no|tertiary|39|0|-172|13|4|130|no
cellular|yes|unknown|technician|no|aug|single|no|tertiary|35|0|2453|13|2|119|no
cellular|no|unknown|technician|no|aug|single|no|secondary|32|0|493|13|2|289|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|51|0|97|13|2|286|no
cellular|yes|unknown|technician|no|aug|single|no|secondary|43|0|140|13|2|221|no
cellular|no|unknown|self-employed|no|aug|married|no|secondary|50|0|5768|13|2|665|yes
cellular|no|unknown|management|no|aug|married|no|tertiary|50|0|4|13|2|143|no
cellular|no|unknown|services|yes|aug|married|no|secondary|55|0|-31|13|2|81|no
cellular|no|unknown|retired|no|aug|married|no|tertiary|58|0|0|13|4|641|yes
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|48|0|893|13|2|62|no
cellular|yes|unknown|admin.|no|aug|married|no|secondary|47|0|769|13|2|151|no
cellular|no|unknown|technician|yes|aug|married|no|secondary|39|0|8|13|2|87|no
cellular|no|unknown|technician|no|aug|single|no|secondary|31|0|4|13|2|202|no
cellular|no|unknown|technician|no|aug|married|no|secondary|51|0|805|13|2|270|no
cellular|yes|unknown|technician|no|aug|married|no|secondary|41|0|563|13|4|69|no
cellular|no|unknown|retired|no|aug|married|no|primary|59|0|249|13|5|432|no
cellular|no|unknown|technician|no|aug|married|no|secondary|45|0|144|13|4|299|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|52|0|152|13|6|404|yes
cellular|no|unknown|management|no|aug|married|no|tertiary|31|0|156|13|7|657|yes
cellular|yes|unknown|management|no|aug|single|no|tertiary|32|0|1047|13|6|203|no
cellular|no|unknown|technician|no|aug|single|no|secondary|38|0|227|13|4|95|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|48|0|890|13|6|157|no
cellular|yes|unknown|technician|no|aug|married|no|tertiary|39|0|4373|13|6|78|no
cellular|no|unknown|technician|no|aug|married|no|secondary|53|0|5768|13|4|136|no
cellular|yes|unknown|technician|no|aug|divorced|no|secondary|35|0|3549|13|4|250|no
cellular|no|unknown|management|no|aug|single|no|tertiary|36|0|0|13|8|296|no
cellular|yes|unknown|technician|no|aug|single|no|secondary|36|0|5768|13|3|141|no
cellular|no|unknown|management|no|aug|married|no|tertiary|40|0|66|13|4|737|yes
cellular|yes|unknown|technician|no|aug|single|no|tertiary|30|0|0|13|4|150|no
cellular|no|unknown|blue-collar|yes|aug|married|no|primary|59|0|0|13|4|324|no
cellular|no|unknown|technician|no|aug|married|no|secondary|40|0|95|13|4|156|no
cellular|yes|unknown|management|no|aug|married|no|tertiary|33|0|728|13|5|275|no
cellular|no|unknown|technician|no|aug|married|no|secondary|51|0|317|13|4|328|no
cellular|no|unknown|technician|yes|aug|divorced|no|secondary|36|0|1941|13|4|156|no
cellular|no|unknown|technician|no|aug|divorced|no|tertiary|45|0|206|13|4|376|no
cellular|no|unknown|admin.|no|aug|married|no|secondary|47|0|328|13|2|260|no
cellular|yes|unknown|management|no|aug|single|no|tertiary|34|0|5768|13|4|751|yes
cellular|yes|unknown|blue-collar|no|aug|married|no|primary|57|0|696|13|6|89|no
cellular|no|unknown|services|no|aug|married|no|secondary|58|0|627|13|4|110|no
cellular|no|unknown|management|no|aug|married|no|tertiary|36|0|274|13|2|122|no
cellular|yes|unknown|management|no|aug|divorced|no|tertiary|40|0|862|13|2|98|no
cellular|yes|unknown|technician|yes|aug|single|no|secondary|45|0|113|13|2|165|no
cellular|no|unknown|unemployed|no|aug|married|no|secondary|52|0|5768|13|2|684|no
cellular|no|unknown|services|no|aug|married|no|secondary|53|0|5768|13|4|751|yes
cellular|no|unknown|management|no|aug|married|no|tertiary|43|0|2383|13|6|379|yes
cellular|no|unknown|blue-collar|no|aug|married|no|primary|47|0|2642|13|2|310|no
telephone|no|unknown|blue-collar|no|aug|married|no|secondary|59|0|5768|13|6|79|no
cellular|no|unknown|retired|no|aug|married|no|secondary|59|0|5768|13|2|292|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|33|0|0|13|2|305|no
cellular|no|unknown|technician|no|aug|married|no|secondary|55|0|199|13|8|35|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|30|0|635|13|8|751|yes
telephone|yes|unknown|technician|yes|aug|married|no|secondary|34|0|0|13|2|60|no
cellular|yes|unknown|management|no|aug|divorced|no|tertiary|41|0|4329|13|4|559|no
cellular|yes|unknown|management|no|aug|divorced|no|tertiary|35|0|434|13|2|751|yes
cellular|no|unknown|technician|no|aug|married|no|secondary|34|0|-172|13|4|136|no
cellular|no|unknown|management|no|aug|single|no|tertiary|52|0|556|13|6|733|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|35|0|303|13|2|713|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|41|0|258|13|6|104|no
cellular|no|unknown|management|no|aug|single|no|tertiary|31|0|5768|13|2|517|no
cellular|no|unknown|management|no|aug|married|no|tertiary|40|0|143|13|6|751|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|44|0|0|13|2|169|no
cellular|no|unknown|technician|no|aug|married|no|secondary|31|0|-172|13|2|195|no
cellular|no|unknown|management|no|aug|single|no|tertiary|30|0|756|13|4|321|no
cellular|no|unknown|management|no|aug|married|no|tertiary|50|0|400|13|2|343|no
cellular|no|unknown|management|no|aug|single|no|tertiary|32|0|90|13|2|116|no
cellular|no|unknown|management|no|aug|single|no|tertiary|58|0|2297|13|2|96|no
cellular|no|unknown|housemaid|no|aug|married|no|primary|56|0|19|13|2|111|no
cellular|yes|unknown|management|yes|aug|married|no|secondary|30|0|877|13|5|92|no
cellular|yes|unknown|services|yes|aug|married|no|secondary|48|0|400|13|1|158|no
cellular|no|unknown|management|no|aug|married|no|tertiary|54|0|588|13|1|327|no
cellular|no|unknown|blue-collar|yes|aug|married|no|primary|51|0|3754|13|3|202|no
cellular|yes|unknown|retired|yes|aug|married|no|primary|59|0|1393|13|1|314|no
cellular|no|unknown|technician|no|aug|single|no|secondary|34|0|16|13|1|751|yes
cellular|no|unknown|management|no|aug|divorced|no|tertiary|43|0|666|13|3|160|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|39|0|52|13|1|69|no
cellular|no|unknown|housemaid|no|aug|married|no|primary|47|0|183|13|1|144|no
cellular|no|unknown|admin.|no|aug|divorced|no|secondary|48|0|362|13|1|529|yes
cellular|no|unknown|technician|yes|aug|married|no|secondary|32|0|199|13|1|363|no
cellular|no|unknown|management|yes|aug|married|no|tertiary|58|0|3948|13|1|76|no
cellular|no|unknown|management|no|aug|married|no|tertiary|36|0|114|13|1|342|no
cellular|no|unknown|technician|no|aug|married|no|secondary|32|0|5122|13|1|35|no
cellular|no|unknown|entrepreneur|no|aug|married|no|tertiary|30|0|366|13|6|75|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|53|0|1950|13|1|111|no
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|47|0|1303|13|3|68|no
cellular|no|unknown|management|no|aug|married|no|tertiary|33|0|191|13|2|751|yes
cellular|no|unknown|technician|no|aug|divorced|no|secondary|56|0|1561|13|1|75|no
cellular|no|unknown|management|no|aug|married|no|tertiary|30|0|388|13|1|157|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|30|0|46|13|3|382|no
cellular|yes|unknown|technician|no|aug|single|no|tertiary|35|0|354|13|1|274|no
cellular|no|unknown|management|no|aug|married|no|tertiary|37|0|887|13|5|257|no
cellular|no|unknown|technician|no|aug|single|no|secondary|30|0|309|13|1|99|no
cellular|no|unknown|management|no|aug|married|no|tertiary|35|0|1036|13|1|356|no
cellular|no|unknown|technician|no|aug|married|no|secondary|33|0|3|13|3|212|no
cellular|no|unknown|retired|no|aug|married|no|primary|59|0|474|13|3|139|no
telephone|no|unknown|technician|no|aug|single|no|tertiary|34|0|2195|13|3|490|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|41|0|5389|13|5|209|no
cellular|no|unknown|management|no|aug|married|no|tertiary|42|0|17|13|6|175|no
cellular|yes|unknown|management|no|aug|single|no|tertiary|30|0|717|13|3|130|no
cellular|no|unknown|technician|no|aug|married|no|secondary|59|0|3562|13|1|121|no
cellular|yes|unknown|technician|yes|aug|married|no|tertiary|42|0|1493|13|1|78|no
cellular|no|unknown|housemaid|no|aug|married|no|secondary|47|0|582|13|1|73|no
cellular|yes|unknown|technician|yes|aug|married|no|tertiary|43|0|1201|13|3|84|no
cellular|yes|unknown|services|no|aug|married|no|primary|50|0|12|13|1|168|no
cellular|no|unknown|management|no|aug|married|no|tertiary|48|0|732|13|1|255|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|40|0|823|13|4|159|no
cellular|no|unknown|management|no|aug|married|no|tertiary|35|0|3481|13|3|388|no
cellular|yes|unknown|technician|no|aug|married|no|secondary|47|0|599|13|3|99|no
cellular|yes|unknown|services|yes|aug|married|no|primary|47|0|1803|13|7|82|no
cellular|no|unknown|management|no|aug|married|no|secondary|59|0|5768|13|4|418|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|44|0|3321|13|3|73|no
cellular|no|unknown|technician|no|aug|married|no|secondary|53|0|100|13|4|205|no
cellular|no|unknown|management|no|aug|married|no|tertiary|32|0|1517|13|3|202|no
cellular|no|unknown|technician|no|aug|married|no|secondary|30|0|574|13|4|394|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|30|0|177|13|3|109|no
cellular|no|unknown|technician|no|aug|married|no|secondary|51|0|427|13|8|233|no
cellular|no|unknown|management|no|aug|married|no|tertiary|56|0|5768|13|8|107|no
cellular|yes|unknown|management|no|aug|single|no|tertiary|30|0|1637|13|3|163|no
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|47|0|1021|13|3|399|no
cellular|yes|unknown|blue-collar|no|aug|married|no|primary|56|0|397|13|2|240|no
cellular|no|unknown|services|no|aug|married|no|secondary|54|0|5768|13|3|274|no
cellular|no|unknown|management|no|aug|single|no|tertiary|36|0|202|13|4|150|no
cellular|yes|unknown|management|no|aug|married|no|tertiary|34|0|101|13|5|209|no
cellular|no|unknown|management|no|aug|married|no|tertiary|36|0|396|13|5|67|no
cellular|yes|unknown|admin.|no|aug|single|no|tertiary|32|0|497|13|4|132|no
cellular|no|unknown|admin.|no|aug|married|no|tertiary|30|0|631|13|3|293|no
cellular|no|unknown|technician|no|aug|married|no|tertiary|42|0|1361|13|5|75|no
cellular|no|unknown|technician|no|aug|married|no|secondary|34|0|2959|13|5|413|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|56|0|379|13|5|58|no
cellular|no|unknown|technician|no|aug|single|no|secondary|40|0|-172|13|2|399|no
cellular|yes|unknown|management|no|aug|single|no|tertiary|37|0|455|13|6|751|yes
cellular|no|unknown|management|no|aug|single|no|tertiary|59|0|684|13|8|48|no
cellular|no|unknown|management|no|aug|single|no|tertiary|31|0|1494|13|8|275|no
cellular|no|unknown|management|no|aug|married|no|tertiary|38|0|120|13|4|449|no
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|45|0|241|13|5|536|no
cellular|no|unknown|housemaid|no|aug|married|no|secondary|40|0|163|13|7|158|no
cellular|no|unknown|technician|no|aug|married|no|secondary|42|0|1355|13|6|113|no
cellular|no|unknown|management|no|aug|single|no|tertiary|42|0|525|13|2|127|no
cellular|no|unknown|retired|no|aug|married|no|secondary|58|0|5768|13|4|740|no
cellular|no|unknown|blue-collar|no|aug|divorced|no|primary|50|0|171|14|3|75|no
cellular|no|unknown|admin.|no|aug|married|no|unknown|48|0|3756|14|8|65|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|52|0|-172|14|5|152|no
cellular|no|unknown|technician|no|aug|married|no|secondary|52|0|1064|14|2|106|no
cellular|yes|unknown|management|no|aug|married|no|tertiary|40|0|5768|14|5|464|no
cellular|yes|unknown|management|no|aug|married|no|tertiary|31|0|512|14|3|96|no
cellular|no|unknown|management|no|aug|married|no|tertiary|35|0|178|14|2|76|no
cellular|no|unknown|management|no|aug|single|no|tertiary|38|0|2117|14|2|81|no
cellular|no|unknown|housemaid|no|aug|married|no|primary|51|0|137|14|2|169|no
cellular|no|unknown|housemaid|no|aug|married|no|primary|48|0|469|14|2|103|no
cellular|yes|unknown|management|no|aug|single|no|tertiary|35|0|467|14|2|82|no
cellular|no|unknown|technician|no|aug|single|no|secondary|30|0|160|14|2|90|no
cellular|no|unknown|services|no|aug|married|no|secondary|54|0|869|14|2|152|no
cellular|yes|unknown|technician|no|aug|married|no|secondary|34|0|903|14|2|67|no
cellular|no|unknown|technician|no|aug|married|no|secondary|36|0|930|14|2|175|no
cellular|no|unknown|management|no|aug|married|no|tertiary|36|0|406|14|2|123|no
cellular|no|unknown|technician|no|aug|married|no|secondary|42|0|27|14|4|259|no
cellular|no|unknown|admin.|no|aug|married|no|secondary|58|0|855|14|2|81|no
cellular|yes|unknown|management|no|aug|single|no|tertiary|38|0|2454|14|2|373|no
cellular|no|unknown|housemaid|no|aug|married|no|secondary|40|0|864|14|2|36|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|34|0|-172|14|4|166|no
cellular|no|unknown|management|no|aug|married|no|tertiary|48|0|732|14|2|157|no
cellular|yes|unknown|admin.|yes|aug|divorced|no|secondary|39|0|399|14|2|133|no
cellular|no|unknown|technician|no|aug|married|no|secondary|33|0|620|14|2|106|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|57|0|3043|14|2|707|yes
cellular|no|unknown|technician|no|aug|divorced|no|secondary|37|0|2686|14|4|144|no
cellular|no|unknown|blue-collar|yes|aug|married|no|secondary|53|0|427|14|4|360|no
cellular|no|unknown|technician|no|aug|married|no|secondary|39|0|5574|14|2|102|no
cellular|yes|unknown|technician|no|aug|divorced|no|secondary|43|0|64|14|2|55|no
cellular|yes|unknown|blue-collar|no|aug|married|no|primary|59|0|3062|14|2|87|no
cellular|yes|unknown|unemployed|no|aug|married|no|tertiary|32|0|394|14|2|266|no
cellular|no|unknown|technician|yes|aug|married|no|tertiary|42|0|5768|14|2|149|no
cellular|no|unknown|retired|no|aug|married|no|secondary|58|0|2553|14|2|366|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|33|0|68|14|2|96|no
cellular|no|unknown|technician|no|aug|married|no|tertiary|48|0|648|14|2|85|no
cellular|no|unknown|management|no|aug|married|no|tertiary|43|0|354|14|8|169|no
cellular|no|unknown|management|no|aug|married|no|secondary|36|0|3|14|2|250|no
cellular|no|unknown|technician|no|aug|single|no|secondary|35|0|1717|14|2|206|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|57|0|270|14|2|526|no
cellular|no|unknown|technician|no|aug|married|no|secondary|36|0|2394|14|2|184|no
cellular|no|unknown|management|yes|aug|divorced|no|tertiary|43|0|1819|14|2|41|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|41|0|5768|14|2|229|no
cellular|no|unknown|admin.|no|aug|married|no|secondary|47|0|5768|14|3|252|no
cellular|no|unknown|housemaid|no|aug|married|no|secondary|40|0|4610|14|2|154|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|47|0|691|14|2|103|no
cellular|no|unknown|technician|no|aug|married|no|secondary|35|0|688|14|2|137|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|35|0|755|14|2|125|no
cellular|no|unknown|management|no|aug|married|no|tertiary|48|0|2498|14|2|98|no
cellular|no|unknown|management|no|aug|single|no|tertiary|33|0|3623|14|2|107|no
cellular|no|unknown|technician|no|aug|married|no|secondary|56|0|2065|14|2|71|no
cellular|yes|unknown|services|yes|aug|married|no|tertiary|55|0|64|14|6|151|no
cellular|no|unknown|self-employed|no|aug|married|no|tertiary|31|0|414|14|5|169|no
cellular|no|unknown|management|no|aug|married|no|tertiary|43|0|244|14|2|167|no
cellular|no|unknown|management|no|aug|married|no|tertiary|44|0|5768|14|3|114|no
cellular|no|unknown|management|no|aug|married|no|tertiary|41|0|1194|14|5|50|no
cellular|no|unknown|services|no|aug|married|no|secondary|54|0|131|14|2|252|no
cellular|no|unknown|entrepreneur|no|aug|divorced|no|secondary|56|0|179|14|2|47|no
cellular|no|unknown|management|yes|aug|single|no|secondary|35|0|1189|14|2|92|no
cellular|no|unknown|technician|no|aug|married|no|tertiary|30|0|910|14|2|228|no
telephone|no|unknown|management|no|aug|single|no|tertiary|37|0|131|14|2|293|no
cellular|no|unknown|retired|no|aug|married|no|primary|55|0|3334|14|4|632|yes
cellular|no|unknown|technician|no|aug|married|no|secondary|36|0|25|14|2|98|no
cellular|no|unknown|management|no|aug|married|no|tertiary|54|0|0|14|7|260|no
cellular|no|unknown|technician|no|aug|single|no|secondary|30|0|2782|14|2|205|no
cellular|no|unknown|retired|no|aug|married|no|secondary|57|0|663|14|2|107|no
cellular|no|unknown|technician|no|aug|single|yes|secondary|34|0|-14|14|2|85|no
cellular|no|unknown|technician|no|aug|married|no|secondary|59|0|316|14|4|200|no
cellular|no|unknown|technician|no|aug|married|no|tertiary|39|0|99|14|2|170|no
cellular|no|unknown|retired|no|aug|married|no|secondary|57|0|191|14|4|127|no
cellular|no|unknown|technician|yes|aug|divorced|no|secondary|47|0|2836|14|2|35|no
cellular|yes|unknown|management|yes|aug|married|no|tertiary|30|0|1165|14|2|80|no
cellular|no|unknown|management|no|aug|single|no|tertiary|50|0|490|14|5|273|no
cellular|no|unknown|management|no|aug|married|no|tertiary|47|0|3681|14|2|101|no
cellular|no|unknown|technician|no|aug|married|no|secondary|57|0|2625|14|2|465|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|32|0|1038|14|4|128|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|40|0|539|14|2|121|no
cellular|yes|unknown|technician|no|aug|married|no|tertiary|34|0|5768|14|4|593|yes
telephone|no|unknown|entrepreneur|no|aug|married|no|tertiary|44|0|624|14|2|552|yes
cellular|no|unknown|management|no|aug|single|no|tertiary|39|0|668|14|2|297|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|33|0|0|14|2|93|no
cellular|no|unknown|retired|no|aug|married|no|secondary|58|0|188|14|2|141|no
cellular|no|unknown|services|no|aug|married|no|secondary|59|0|2858|14|2|155|no
cellular|no|unknown|management|yes|aug|single|no|tertiary|35|0|0|14|4|370|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|36|0|306|14|2|111|no
cellular|no|unknown|management|no|aug|married|no|tertiary|36|0|867|14|2|159|no
cellular|no|unknown|management|no|aug|single|no|tertiary|34|0|416|14|4|751|no
telephone|yes|unknown|blue-collar|no|aug|married|no|primary|51|0|165|14|2|313|no
cellular|no|unknown|services|yes|aug|single|no|tertiary|30|0|719|14|2|38|no
cellular|no|unknown|services|yes|aug|married|no|secondary|50|0|961|14|4|751|no
cellular|no|unknown|management|no|aug|married|no|tertiary|37|0|4332|14|2|213|no
cellular|no|unknown|management|no|aug|married|no|tertiary|32|0|972|14|4|297|no
cellular|no|unknown|management|no|aug|married|no|tertiary|59|0|1857|14|4|128|no
cellular|no|unknown|management|no|aug|single|no|tertiary|34|0|2205|14|2|635|no
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|49|0|322|14|2|356|no
cellular|no|unknown|blue-collar|no|aug|divorced|no|secondary|41|0|388|14|2|605|no
cellular|no|unknown|blue-collar|no|aug|married|no|unknown|52|0|51|14|2|751|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|42|0|171|14|2|143|no
cellular|no|unknown|housemaid|no|aug|married|no|secondary|35|0|495|14|4|414|no
cellular|no|unknown|management|no|aug|single|no|tertiary|33|0|336|14|2|220|no
cellular|no|unknown|management|no|aug|single|no|tertiary|31|0|2227|14|2|95|no
cellular|no|unknown|technician|no|aug|married|no|tertiary|32|0|943|14|2|127|no
cellular|no|unknown|technician|no|aug|married|no|secondary|36|0|3579|14|2|308|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|42|0|245|14|2|103|no
cellular|yes|unknown|management|yes|aug|married|no|tertiary|48|0|1344|14|6|69|no
cellular|yes|unknown|management|no|aug|single|no|tertiary|31|0|5768|14|4|90|no
cellular|no|unknown|retired|no|aug|married|no|tertiary|56|0|811|14|8|148|no
cellular|no|unknown|management|no|aug|married|no|tertiary|43|0|696|14|8|110|no
cellular|no|unknown|management|no|aug|single|no|secondary|30|0|1299|14|2|515|no
cellular|no|unknown|management|no|aug|married|no|tertiary|30|0|4022|14|2|214|no
cellular|no|unknown|management|no|aug|single|no|tertiary|35|0|331|14|2|751|yes
cellular|no|unknown|technician|no|aug|married|no|secondary|47|0|-9|14|2|457|no
cellular|yes|unknown|technician|no|aug|married|no|secondary|31|0|3322|14|2|421|no
cellular|no|unknown|entrepreneur|no|aug|married|no|tertiary|54|0|345|14|6|183|no
cellular|no|unknown|technician|no|aug|married|no|secondary|39|0|311|14|2|240|no
cellular|no|unknown|management|no|aug|single|no|secondary|30|0|135|14|2|112|no
cellular|no|unknown|technician|no|aug|single|no|secondary|33|0|3264|14|4|423|no
cellular|no|unknown|management|no|aug|married|no|tertiary|58|0|361|14|2|503|no
cellular|no|unknown|housemaid|no|aug|married|no|primary|59|0|887|14|2|95|no
cellular|no|unknown|management|no|aug|divorced|no|tertiary|54|0|3222|14|2|67|no
cellular|no|unknown|services|no|aug|married|no|secondary|55|0|4263|14|2|93|no
cellular|no|unknown|housemaid|no|aug|married|no|secondary|51|0|429|14|2|230|no
cellular|no|unknown|admin.|no|aug|married|no|secondary|45|0|0|14|2|113|no
cellular|yes|unknown|technician|no|aug|single|no|tertiary|30|0|4561|14|2|103|no
cellular|no|unknown|blue-collar|yes|aug|married|no|primary|47|0|673|14|6|106|no
cellular|yes|unknown|management|no|aug|divorced|no|tertiary|39|0|1387|14|2|373|no
cellular|no|unknown|management|no|aug|single|no|tertiary|32|0|3616|14|2|165|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|46|0|648|14|4|59|no
cellular|no|unknown|retired|no|aug|married|no|secondary|57|0|209|14|4|56|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|52|0|1949|14|2|108|no
cellular|no|unknown|management|no|aug|single|no|tertiary|30|0|334|14|2|144|no
cellular|no|unknown|services|no|aug|married|no|secondary|51|0|276|14|2|80|no
cellular|no|unknown|management|no|aug|married|no|secondary|59|0|1021|14|2|89|no
cellular|no|unknown|management|no|aug|single|no|tertiary|30|0|3905|14|2|112|no
cellular|no|unknown|technician|no|aug|single|no|secondary|31|0|2916|14|2|174|no
cellular|no|unknown|management|no|aug|single|no|tertiary|38|0|2813|14|2|146|no
cellular|no|unknown|blue-collar|no|aug|married|no|unknown|55|0|213|14|2|406|no
cellular|no|unknown|housemaid|no|aug|married|no|primary|34|0|2929|14|2|518|yes
cellular|yes|unknown|technician|no|aug|single|no|secondary|39|0|102|14|2|272|no
cellular|no|unknown|blue-collar|no|aug|married|no|unknown|45|0|586|14|2|168|no
cellular|no|unknown|self-employed|no|aug|married|no|secondary|42|0|68|14|2|314|no
cellular|no|unknown|services|no|aug|married|no|secondary|57|0|1315|14|2|260|no
telephone|no|unknown|technician|no|aug|married|no|tertiary|51|0|4455|14|4|85|no
cellular|no|unknown|technician|yes|aug|single|no|secondary|40|0|591|14|6|87|no
cellular|yes|unknown|blue-collar|yes|aug|married|no|secondary|47|0|232|14|4|90|no
cellular|no|unknown|technician|no|aug|single|no|tertiary|34|0|5768|14|2|505|yes
telephone|no|unknown|housemaid|no|aug|married|no|primary|44|0|882|14|4|187|no
cellular|no|unknown|technician|yes|aug|single|yes|secondary|30|0|-172|14|6|108|no
cellular|no|unknown|services|no|aug|married|no|secondary|46|0|1516|14|4|133|no
cellular|no|unknown|blue-collar|no|aug|married|no|primary|59|0|1115|14|4|197|no
cellular|no|unknown|retired|no|aug|married|no|primary|59|0|46|14|2|78|no
cellular|no|unknown|admin.|no|aug|married|no|secondary|50|0|697|14|4|118|no
cellular|no|unknown|management|yes|aug|divorced|no|tertiary|37|0|896|14|2|343|no
cellular|yes|unknown|management|no|aug|married|no|tertiary|31|0|2344|14|6|221|no
cellular|no|unknown|technician|no|aug|divorced|no|secondary|57|0|372|14|4|280|no
cellular|yes|unknown|blue-collar|no|aug|married|no|secondary|56|0|1119|14|2|265|no
cellular|no|unknown|retired|no|aug|married|no|primary|58|0|3|14|2|158|no
cellular|no|unknown|technician|yes|aug|single|no|secondary|35|0|663|14|2|215|no
cellular|no|unknown|management|no|aug|single|no|tertiary|33|0|637|14|2|206|no
cellular|no|unknown|management|yes|aug|single|no|tertiary|32|0|1512|14|4|133|no
cellular|yes|unknown|management|no|aug|married|no|tertiary|43|0|4016|14|2|159|no
cellular|no|unknown|technician|no|aug|single|no|secondary|36|0|318|14|4|751|no
cellular|no|unknown|housemaid|no|aug|married|no|primary|45|0|0|14|2|195|no
cellular|no|unknown|management|no|aug|single|no|tertiary|48|0|4558|14|2|145|no
cellular|no|unknown|management|no|aug|married|no|tertiary|38|0|-172|14|6|85|no
cellular|yes|unknown|technician|no|aug|single|no|secondary|40|0|282|14|4|70|no
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|45|0|0|14|2|215|no
cellular|yes|unknown|management|no|aug|married|no|tertiary|43|0|2616|14|5|301|no
telephone|no|unknown|blue-collar|no|aug|married|no|primary|46|0|2118|14|2|64|no
telephone|no|unknown|technician|no|aug|single|no|tertiary|33|0|3255|14|4|214|no
cellular|no|unknown|self-employed|no|aug|married|no|tertiary|43|0|423|14|2|751|no
cellular|no|unknown|services|no|aug|married|no|secondary|49|0|1314|14|8|751|yes
cellular|no|unknown|management|no|aug|married|no|tertiary|59|0|759|14|2|136|no
cellular|no|unknown|management|no|aug|married|no|tertiary|42|0|36|14|2|366|no
cellular|yes|unknown|technician|no|aug|married|no|secondary|30|0|289|14|4|751|yes
cellular|no|unknown|management|no|aug|married|no|secondary|48|0|141|14|8|208|no
telephone|no|unknown|management|no|aug|married|no|tertiary|32|0|169|14|2|698|yes
cellular|no|unknown|housemaid|no|aug|married|no|secondary|59|0|5|14|5|433|no
cellular|no|unknown|management|no|aug|married|no|tertiary|32|0|2349|14|5|134|no
cellular|no|unknown|management|no|aug|married|no|tertiary|30|0|0|14|2|95|no
cellular|yes|unknown|entrepreneur|no|aug|divorced|no|tertiary|42|0|626|14|2|201|no
cellular|no|unknown|housemaid|no|aug|married|no|unknown|59|0|491|14|4|503|no
cellular|no|unknown|management|no|aug|single|no|tertiary|32|0|20|14|2|751|yes
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|49|0|0|14|4|189|no
cellular|no|unknown|blue-collar|yes|aug|married|no|primary|46|0|1533|14|4|168|no
cellular|no|unknown|blue-collar|no|aug|married|no|secondary|46|0|0|14|4|61|no
cellular|no|unknown|technician|no|aug|married|no|secondary|33|0|852|14|8|388|no
telephone|no|unknown|management|no|aug|divorced|no|tertiary|51|0|311|14|2|122|no
cellular|no|unknown|housemaid|no|aug|married|no|tertiary|34|0|401|14|4|448|no
telephone|yes|unknown|management|no|aug|married|no|tertiary|30|0|1384|14|2|60|no
